review_id,user_id,movie_id,review_text,sentiment
607,411,262,Matt Damon delivered a career-best performance. An absolute must-watch!,positive
608,358,162,Some good moments scattered throughout but overall just mediocre.,neutral
609,20,272,Great entertainment with a strong emotional core. Highly loved it.,positive
610,493,120,One of the best films I have seen in years. Highly recommended to everyone!,positive
611,390,2,Dhanush delivered a career-best performance. An absolute must-watch!,positive
612,335,250,One of the worst movies I have watched this entire year. Skip it.,negative
613,394,429,Andy Muschietti tried something different but it did not fully work out.,neutral
614,323,155,Brilliant direction by Imtiaz Ali. A true masterpiece of cinema.,positive
615,299,458,Ben Affleck tried hard but the script was absolutely terrible to work with.,negative
616,285,43,Absolutely loved this movie! Ram Charan was outstanding in every scene.,positive
617,484,213,One of the best films I have seen in years. Highly recommended to everyone!,positive
618,58,381,Scarlett Johansson delivered a career-best performance. An absolute must-watch!,positive
619,443,333,Robert Downey Jr was magnetic on screen. Could not take my eyes off the film.,positive
620,103,3,Fantastic movie with brilliant performances from the entire cast.,positive
621,464,321,The story was gripping from start to finish. Loved every single minute.,positive
622,75,477,Ezra Miller was good but the screenplay really needed more work overall.,neutral
623,32,293,Tom Cruise was good but the screenplay really needed more work overall.,neutral
624,104,227,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
625,316,340,Brad Pitt delivered a career-best performance. An absolute must-watch!,positive
626,381,244,It was okay. Some parts were good but the film felt a bit too long.,neutral
627,323,288,This is what cinema is all about. Robert Downey Jr at his absolute best.,positive
628,477,235,Decent movie but not the best I have seen this year. Average overall.,neutral
629,247,491,One of the best films I have seen in years. Highly recommended to everyone!,positive
630,489,443,Good acting but the story could have been developed much better.,neutral
631,256,67,Great entertainment with a strong emotional core. Highly loved it.,positive
632,206,30,Brilliant direction by Sukumar. A true masterpiece of cinema.,positive
633,389,14,Decent effort from the team but falls short of high expectations.,neutral
634,457,421,The story was gripping from start to finish. Loved every single minute.,positive
635,215,66,Not bad but not great either. Just a regular commercial movie.,neutral
636,90,252,This movie completely blew my mind. Steven Spielberg is a true genius.,positive
637,297,62,Absolutely loved this movie! Dhanush was outstanding in every scene.,positive
638,67,74,The story was gripping from start to finish. Loved every single minute.,positive
639,421,367,It was okay. Some parts were good but the film felt a bit too long.,neutral
640,252,443,Decent effort from the team but falls short of high expectations.,neutral
641,333,443,Great entertainment with a strong emotional core. Highly loved it.,positive
642,141,370,This is what cinema is all about. Chris Hemsworth at his absolute best.,positive
643,445,181,Watched it twice already and loved it both times. Pure gold!,positive
644,80,209,This movie completely blew my mind. Karan Johar is a true genius.,positive
645,258,142,This is what cinema is all about. Mahesh Babu at his absolute best.,positive
646,450,381,Scarlett Johansson delivered a career-best performance. An absolute must-watch!,positive
647,95,36,Great entertainment with a strong emotional core. Highly loved it.,positive
648,127,465,This is what cinema is all about. Joaquin Phoenix at his absolute best.,positive
649,94,348,Great entertainment with a strong emotional core. Highly loved it.,positive
650,401,5,Absolutely loved this movie! Ram Charan was outstanding in every scene.,positive
651,414,397,A cinematic experience like no other. Ryan Coogler outdid himself completely.,positive
652,148,45,One of the most enjoyable films of the year. Simply superb work!,positive
653,102,437,It was okay. Some parts were good but the film felt a bit too long.,neutral
654,220,406,This movie completely blew my mind. Ryan Coogler is a true genius.,positive
655,88,231,Aamir Khan was magnetic on screen. Could not take my eyes off the film.,positive
656,323,411,Robert Downey Jr was magnetic on screen. Could not take my eyes off the film.,positive
657,258,103,The plot made absolutely no sense. Very confusing and excessively boring.,negative
658,84,454,This movie completely blew my mind. Francis Lawrence is a true genius.,positive
659,472,346,One of the best films I have seen in years. Highly recommended to everyone!,positive
660,263,212,Decent effort from the team but falls short of high expectations.,neutral
661,11,120,The story was gripping from start to finish. Loved every single minute.,positive
662,2,63,Watched it twice already and loved it both times. Pure gold!,positive
663,388,469,Great entertainment with a strong emotional core. Highly loved it.,positive
664,396,79,This movie completely blew my mind. Shankar is a true genius.,positive
665,430,398,Brilliant direction by Jon Favreau. A true masterpiece of cinema.,positive
666,27,302,A cinematic experience like no other. Ridley Scott outdid himself completely.,positive
667,101,253,One of the most enjoyable films of the year. Simply superb work!,positive
668,413,160,Watchable once but nothing particularly extraordinary about it.,neutral
669,273,318,Disappointing film. Expected much more from James Cameron after his previous work.,negative
670,251,263,Great entertainment with a strong emotional core. Highly loved it.,positive
671,444,177,This movie completely blew my mind. Karan Johar is a true genius.,positive
672,283,187,Akshay Kumar was magnetic on screen. Could not take my eyes off the film.,positive
673,19,122,Great entertainment with a strong emotional core. Highly loved it.,positive
674,105,236,The first half was engaging but the second half lost momentum.,neutral
675,13,481,Heart-touching story with incredible acting. A film for the ages.,positive
676,35,476,Decent movie but not the best I have seen this year. Average overall.,neutral
677,77,125,Ram Charan was magnetic on screen. Could not take my eyes off the film.,positive
678,371,350,This movie completely blew my mind. James Cameron is a true genius.,positive
679,181,131,Brilliant direction by Murugadoss. A true masterpiece of cinema.,positive
680,161,71,One of the best films I have seen in years. Highly recommended to everyone!,positive
681,200,293,Mixed feelings about this one. Has its moments but falls short.,neutral
682,469,447,Brilliant direction by Andy Muschietti. A true masterpiece of cinema.,positive
683,115,163,Disappointing film. Expected much more from Rajkumar Hirani after his previous work.,negative
684,419,35,Ajith Kumar delivered a career-best performance. An absolute must-watch!,positive
685,44,184,Fantastic movie with brilliant performances from the entire cast.,positive
686,393,149,Decent effort from the team but falls short of high expectations.,neutral
687,493,88,Heart-touching story with incredible acting. A film for the ages.,positive
688,210,307,Waste of a good cast on a poorly written and badly executed story.,negative
689,490,418,Some brilliant scenes but overall just average cinema fare.,neutral
690,490,319,Fantastic movie with brilliant performances from the entire cast.,positive
691,329,497,It was okay. Some parts were good but the film felt a bit too long.,neutral
692,326,220,Shah Rukh Khan was magnetic on screen. Could not take my eyes off the film.,positive
693,206,205,Not bad but had some noticeable pacing issues in the second half.,neutral
694,333,137,One of the best films I have seen in years. Highly recommended to everyone!,positive
695,360,12,Fantastic movie with brilliant performances from the entire cast.,positive
696,92,476,This movie completely blew my mind. Cathy Yan is a true genius.,positive
697,51,382,Heart-touching story with incredible acting. A film for the ages.,positive
698,46,415,One of the most enjoyable films of the year. Simply superb work!,positive
699,388,195,The story was gripping from start to finish. Loved every single minute.,positive
700,231,357,Absolutely loved this movie! Chadwick Boseman was outstanding in every scene.,positive
701,428,33,The story was gripping from start to finish. Loved every single minute.,positive
702,416,198,This is what cinema is all about. Varun Dhawan at his absolute best.,positive
703,352,290,Heart-touching story with incredible acting. A film for the ages.,positive
704,93,1,Ram Charan was magnetic on screen. Could not take my eyes off the film.,positive
705,327,251,Brilliant direction by Ridley Scott. A true masterpiece of cinema.,positive
706,153,38,Some brilliant scenes but overall just average cinema fare.,neutral
707,202,249,Heart-touching story with incredible acting. A film for the ages.,positive
708,207,79,Prabhas delivered a career-best performance. An absolute must-watch!,positive
709,11,79,Prabhas was magnetic on screen. Could not take my eyes off the film.,positive
710,430,57,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
711,445,313,Watched it twice already and loved it both times. Pure gold!,positive
712,163,94,This movie completely blew my mind. S.S. Rajamouli is a true genius.,positive
713,29,188,Ranveer Singh delivered a career-best performance. An absolute must-watch!,positive
714,204,139,One of the most enjoyable films of the year. Simply superb work!,positive
715,402,18,This movie completely blew my mind. Atlee is a true genius.,positive
716,143,441,Great entertainment with a strong emotional core. Highly loved it.,positive
717,207,47,Mahesh Babu delivered a career-best performance. An absolute must-watch!,positive
718,445,176,One of the best films I have seen in years. Highly recommended to everyone!,positive
719,40,239,One of the most enjoyable films of the year. Simply superb work!,positive
720,47,426,Okay for a one-time watch. Nothing very memorable about the story.,neutral
721,281,76,One of the best films I have seen in years. Highly recommended to everyone!,positive
722,405,495,One of the worst movies I have watched this entire year. Skip it.,negative
723,27,481,Absolutely loved this movie! Joaquin Phoenix was outstanding in every scene.,positive
724,184,150,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
725,140,72,S.S. Rajamouli completely lost the plot here. A massive disappointment.,negative
726,303,295,This is what cinema is all about. Keanu Reeves at his absolute best.,positive
727,18,124,Dhanush was magnetic on screen. Could not take my eyes off the film.,positive
728,359,213,Watched it twice already and loved it both times. Pure gold!,positive
729,274,68,The story was gripping from start to finish. Loved every single minute.,positive
730,35,87,Okay for a one-time watch. Nothing very memorable about the story.,neutral
731,460,294,Dwayne Johnson was magnetic on screen. Could not take my eyes off the film.,positive
732,194,128,It was okay. Some parts were good but the film felt a bit too long.,neutral
733,316,283,This movie completely blew my mind. James Cameron is a true genius.,positive
734,326,16,Watched it twice already and loved it both times. Pure gold!,positive
735,9,179,This is what cinema is all about. Akshay Kumar at his absolute best.,positive
736,76,359,Chadwick Boseman delivered a career-best performance. An absolute must-watch!,positive
737,246,67,Watched it twice already and loved it both times. Pure gold!,positive
738,120,494,Watched it twice already and loved it both times. Pure gold!,positive
739,361,23,One of the most enjoyable films of the year. Simply superb work!,positive
740,145,103,Disappointing film. Expected much more from Murugadoss after his previous work.,negative
741,26,362,One of the most enjoyable films of the year. Simply superb work!,positive
742,259,11,A cinematic experience like no other. Mani Ratnam outdid himself completely.,positive
743,312,483,A cinematic experience like no other. James Wan outdid himself completely.,positive
744,34,155,Watched it twice already and loved it both times. Pure gold!,positive
745,413,111,Great entertainment with a strong emotional core. Highly loved it.,positive
746,488,452,Ben Affleck was magnetic on screen. Could not take my eyes off the film.,positive
747,87,126,Absolutely loved this movie! Allu Arjun was outstanding in every scene.,positive
748,321,359,Chadwick Boseman was good but the screenplay really needed more work overall.,neutral
749,404,292,Keanu Reeves delivered a career-best performance. An absolute must-watch!,positive
750,453,422,Good acting but the story could have been developed much better.,neutral
751,289,171,Terrible pacing and very weak characters. Would not recommend to anyone.,negative
752,359,280,Some good moments scattered throughout but overall just mediocre.,neutral
753,34,164,Aamir Khan was magnetic on screen. Could not take my eyes off the film.,positive
754,451,31,One of the best films I have seen in years. Highly recommended to everyone!,positive
755,258,154,A cinematic experience like no other. Imtiaz Ali outdid himself completely.,positive
756,456,169,One of the most enjoyable films of the year. Simply superb work!,positive
757,425,105,Great entertainment with a strong emotional core. Highly loved it.,positive
758,130,35,S.S. Rajamouli tried something different but it did not fully work out.,neutral
759,454,93,Absolutely loved this movie! Vikram was outstanding in every scene.,positive
760,384,348,One of the best films I have seen in years. Highly recommended to everyone!,positive
761,12,254,Decent effort from the team but falls short of high expectations.,neutral
762,256,401,One of the best films I have seen in years. Highly recommended to everyone!,positive
763,61,162,A cinematic experience like no other. Rajkumar Hirani outdid himself completely.,positive
764,222,68,Heart-touching story with incredible acting. A film for the ages.,positive
765,241,115,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
766,58,399,Fantastic movie with brilliant performances from the entire cast.,positive
767,133,183,Okay for a one-time watch. Nothing very memorable about the story.,neutral
768,199,355,Decent movie but not the best I have seen this year. Average overall.,neutral
769,333,470,Gal Gadot was good but the screenplay really needed more work overall.,neutral
770,433,191,Some brilliant scenes but overall just average cinema fare.,neutral
771,447,477,Decent effort from the team but falls short of high expectations.,neutral
772,451,430,Brilliant direction by Patty Jenkins. A true masterpiece of cinema.,positive
773,142,211,One of the most enjoyable films of the year. Simply superb work!,positive
774,382,205,This movie completely blew my mind. Kabir Khan is a true genius.,positive
775,238,84,Great entertainment with a strong emotional core. Highly loved it.,positive
776,471,473,Absolutely loved this movie! Zachary Levi was outstanding in every scene.,positive
777,179,24,Great entertainment with a strong emotional core. Highly loved it.,positive
778,183,461,Joaquin Phoenix delivered a career-best performance. An absolute must-watch!,positive
779,148,11,Brilliant direction by Mani Ratnam. A true masterpiece of cinema.,positive
780,337,2,One of the best films I have seen in years. Highly recommended to everyone!,positive
781,445,52,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
782,202,43,This is what cinema is all about. Ram Charan at his absolute best.,positive
783,427,150,The story was gripping from start to finish. Loved every single minute.,positive
784,27,245,One of the best films I have seen in years. Highly recommended to everyone!,positive
785,213,235,Not worth watching at all. Save your time and skip this completely.,negative
786,351,256,Tom Cruise was good but the screenplay really needed more work overall.,neutral
787,115,426,Henry Cavill was magnetic on screen. Could not take my eyes off the film.,positive
788,210,360,This is what cinema is all about. Chris Evans at his absolute best.,positive
789,265,183,This movie completely blew my mind. Karan Johar is a true genius.,positive
790,30,248,A cinematic experience like no other. Farhan Akhtar outdid himself completely.,positive
791,208,84,Brilliant direction by Gautham Menon. A true masterpiece of cinema.,positive
792,470,69,Average entertainer. Will appeal to fans of Vijay mostly.,neutral
793,201,52,Heart-touching story with incredible acting. A film for the ages.,positive
794,414,91,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
795,147,289,Brilliant direction by James Cameron. A true masterpiece of cinema.,positive
796,414,9,This movie completely blew my mind. S.S. Rajamouli is a true genius.,positive
797,122,292,Watched it twice already and loved it both times. Pure gold!,positive
798,248,149,Absolutely loved this movie! Dhanush was outstanding in every scene.,positive
799,77,72,Good acting but the story could have been developed much better.,neutral
800,253,141,Brilliant direction by Murugadoss. A true masterpiece of cinema.,positive
801,30,110,Decent movie but not the best I have seen this year. Average overall.,neutral
802,219,53,This movie completely blew my mind. Mani Ratnam is a true genius.,positive
803,99,182,One of the most enjoyable films of the year. Simply superb work!,positive
804,485,25,A cinematic experience like no other. Sukumar outdid himself completely.,positive
805,140,131,This is what cinema is all about. Vijay at his absolute best.,positive
806,167,211,Watched it twice already and loved it both times. Pure gold!,positive
807,183,264,Absolutely loved this movie! Robert Downey Jr was outstanding in every scene.,positive
808,418,296,Fantastic movie with brilliant performances from the entire cast.,positive
809,299,344,A cinematic experience like no other. Denis Villeneuve outdid himself completely.,positive
810,433,454,Decent effort from the team but falls short of high expectations.,neutral
811,471,150,Great entertainment with a strong emotional core. Highly loved it.,positive
812,243,325,Watchable once but nothing particularly extraordinary about it.,neutral
813,4,374,Average entertainer. Will appeal to fans of Scarlett Johansson mostly.,neutral
814,198,131,Not bad but had some noticeable pacing issues in the second half.,neutral
815,205,315,Fantastic movie with brilliant performances from the entire cast.,positive
816,493,5,Absolutely loved this movie! Ram Charan was outstanding in every scene.,positive
817,295,446,Brilliant direction by James Wan. A true masterpiece of cinema.,positive
818,82,437,"Poor writing, poor direction, poor editing. Nothing works in this film.",negative
819,185,9,Heart-touching story with incredible acting. A film for the ages.,positive
820,457,333,This is what cinema is all about. Robert Downey Jr at his absolute best.,positive
821,240,390,One of the most enjoyable films of the year. Simply superb work!,positive
822,103,333,The story was gripping from start to finish. Loved every single minute.,positive
823,77,74,Could not sit through the whole thing. The story was very poorly written.,negative
824,186,155,Average entertainer. Will appeal to fans of Aamir Khan mostly.,neutral
825,144,268,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
826,402,82,Fantastic movie with brilliant performances from the entire cast.,positive
827,313,94,The story was gripping from start to finish. Loved every single minute.,positive
828,352,24,Watched it twice already and loved it both times. Pure gold!,positive
829,28,491,Fantastic movie with brilliant performances from the entire cast.,positive
830,363,79,Heart-touching story with incredible acting. A film for the ages.,positive
831,389,282,Robert Downey Jr delivered a career-best performance. An absolute must-watch!,positive
832,495,224,The story was gripping from start to finish. Loved every single minute.,positive
833,139,214,Kabir Khan tried something different but it did not fully work out.,neutral
834,255,274,Heart-touching story with incredible acting. A film for the ages.,positive
835,269,465,One of the most enjoyable films of the year. Simply superb work!,positive
836,125,300,Chris Evans was magnetic on screen. Could not take my eyes off the film.,positive
837,73,105,One of the best films I have seen in years. Highly recommended to everyone!,positive
838,448,473,Absolutely loved this movie! Zachary Levi was outstanding in every scene.,positive
839,206,284,One of the worst movies I have watched this entire year. Skip it.,negative
840,456,214,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
841,103,291,Great entertainment with a strong emotional core. Highly loved it.,positive
842,82,426,The story was gripping from start to finish. Loved every single minute.,positive
843,73,197,This is what cinema is all about. Aamir Khan at his absolute best.,positive
844,30,463,Watched it twice already and loved it both times. Pure gold!,positive
845,322,58,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
846,197,50,Heart-touching story with incredible acting. A film for the ages.,positive
847,467,199,One of the best films I have seen in years. Highly recommended to everyone!,positive
848,144,347,Great entertainment with a strong emotional core. Highly loved it.,positive
849,275,474,Not bad but had some noticeable pacing issues in the second half.,neutral
850,282,382,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
851,351,135,This is what cinema is all about. Dhanush at his absolute best.,positive
852,413,287,Matt Damon delivered a career-best performance. An absolute must-watch!,positive
853,181,259,This movie completely blew my mind. James Cameron is a true genius.,positive
854,59,477,One of the most enjoyable films of the year. Simply superb work!,positive
855,394,111,The story was gripping from start to finish. Loved every single minute.,positive
856,435,389,Average entertainer. Will appeal to fans of Paul Rudd mostly.,neutral
857,444,278,A cinematic experience like no other. Ridley Scott outdid himself completely.,positive
858,306,473,A cinematic experience like no other. David F. Sandberg outdid himself completely.,positive
859,259,321,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
860,205,328,One of the best films I have seen in years. Highly recommended to everyone!,positive
861,383,328,Absolutely loved this movie! Dwayne Johnson was outstanding in every scene.,positive
862,306,216,This is what cinema is all about. Aamir Khan at his absolute best.,positive
863,95,264,Good acting but the story could have been developed much better.,neutral
864,274,255,A cinematic experience like no other. Ridley Scott outdid himself completely.,positive
865,439,81,One of the best films I have seen in years. Highly recommended to everyone!,positive
866,268,164,Aamir Khan delivered a career-best performance. An absolute must-watch!,positive
867,426,63,Absolutely loved this movie! Prabhas was outstanding in every scene.,positive
868,233,149,This is what cinema is all about. Dhanush at his absolute best.,positive
869,258,472,Watched it twice already and loved it both times. Pure gold!,positive
870,66,273,The trailer was far better than the actual movie. Felt cheated.,negative
871,223,356,One of the best films I have seen in years. Highly recommended to everyone!,positive
872,124,362,Good acting but the story could have been developed much better.,neutral
873,409,45,This is what cinema is all about. Mahesh Babu at his absolute best.,positive
874,57,478,Fantastic movie with brilliant performances from the entire cast.,positive
875,386,207,Akshay Kumar was good but the screenplay really needed more work overall.,neutral
876,390,6,Kamal Haasan was good but the screenplay really needed more work overall.,neutral
877,111,319,Decent movie but not the best I have seen this year. Average overall.,neutral
878,442,233,One of the most enjoyable films of the year. Simply superb work!,positive
879,171,79,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
880,6,362,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
881,491,89,Fantastic movie with brilliant performances from the entire cast.,positive
882,77,288,Robert Downey Jr was magnetic on screen. Could not take my eyes off the film.,positive
883,206,409,One of the most enjoyable films of the year. Simply superb work!,positive
884,333,294,A cinematic experience like no other. Denis Villeneuve outdid himself completely.,positive
885,62,213,Great entertainment with a strong emotional core. Highly loved it.,positive
886,196,365,Okay for a one-time watch. Nothing very memorable about the story.,neutral
887,267,290,One of the most enjoyable films of the year. Simply superb work!,positive
888,300,108,It was okay. Some parts were good but the film felt a bit too long.,neutral
889,415,296,This is what cinema is all about. Brad Pitt at his absolute best.,positive
890,217,206,The story was gripping from start to finish. Loved every single minute.,positive
891,163,414,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
892,500,421,Watched it twice already and loved it both times. Pure gold!,positive
893,197,27,Average entertainer. Will appeal to fans of Prabhas mostly.,neutral
894,285,111,Heart-touching story with incredible acting. A film for the ages.,positive
895,80,185,One of the most enjoyable films of the year. Simply superb work!,positive
896,121,440,Mixed feelings about this one. Has its moments but falls short.,neutral
897,186,229,One of the best films I have seen in years. Highly recommended to everyone!,positive
898,210,443,Great entertainment with a strong emotional core. Highly loved it.,positive
899,294,242,This is what cinema is all about. Ranbir Kapoor at his absolute best.,positive
900,63,68,Great entertainment with a strong emotional core. Highly loved it.,positive
901,370,97,One of the best films I have seen in years. Highly recommended to everyone!,positive
902,32,38,Some good moments scattered throughout but overall just mediocre.,neutral
903,482,473,Great entertainment with a strong emotional core. Highly loved it.,positive
904,284,216,The first half was engaging but the second half lost momentum.,neutral
905,309,216,It was okay. Some parts were good but the film felt a bit too long.,neutral
906,334,230,Ranveer Singh was good but the screenplay really needed more work overall.,neutral
907,156,457,Absolutely loved this movie! Jason Momoa was outstanding in every scene.,positive
908,499,403,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
909,24,348,This movie completely blew my mind. J.J. Abrams is a true genius.,positive
910,96,340,Fantastic movie with brilliant performances from the entire cast.,positive
911,183,60,Great entertainment with a strong emotional core. Highly loved it.,positive
912,305,219,Not bad but not great either. Just a regular commercial movie.,neutral
913,237,386,Absolutely loved this movie! Chadwick Boseman was outstanding in every scene.,positive
914,10,207,This is what cinema is all about. Akshay Kumar at his absolute best.,positive
915,270,15,One of the most enjoyable films of the year. Simply superb work!,positive
916,252,454,Not bad but had some noticeable pacing issues in the second half.,neutral
917,19,241,One of the best films I have seen in years. Highly recommended to everyone!,positive
918,72,311,Brilliant direction by James Cameron. A true masterpiece of cinema.,positive
919,99,394,Scarlett Johansson delivered a career-best performance. An absolute must-watch!,positive
920,495,31,Not bad but not great either. Just a regular commercial movie.,neutral
921,132,310,This is what cinema is all about. Robert Downey Jr at his absolute best.,positive
922,290,53,A cinematic experience like no other. Mani Ratnam outdid himself completely.,positive
923,382,191,This movie completely blew my mind. Karan Johar is a true genius.,positive
924,50,40,It was okay. Some parts were good but the film felt a bit too long.,neutral
925,161,54,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
926,191,208,One of the best films I have seen in years. Highly recommended to everyone!,positive
927,304,214,This movie completely blew my mind. Kabir Khan is a true genius.,positive
928,298,340,Brad Pitt delivered a career-best performance. An absolute must-watch!,positive
929,394,399,Fantastic movie with brilliant performances from the entire cast.,positive
930,315,486,Average entertainer. Will appeal to fans of Ben Affleck mostly.,neutral
931,319,11,The story was gripping from start to finish. Loved every single minute.,positive
932,168,146,The trailer was far better than the actual movie. Felt cheated.,negative
933,404,138,Jr NTR was magnetic on screen. Could not take my eyes off the film.,positive
934,491,159,Salman Khan was magnetic on screen. Could not take my eyes off the film.,positive
935,53,323,Fantastic movie with brilliant performances from the entire cast.,positive
936,274,291,One of the most enjoyable films of the year. Simply superb work!,positive
937,351,110,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
938,283,26,The story was gripping from start to finish. Loved every single minute.,positive
939,51,456,The story was gripping from start to finish. Loved every single minute.,positive
940,160,266,Great entertainment with a strong emotional core. Highly loved it.,positive
941,178,365,Some brilliant scenes but overall just average cinema fare.,neutral
942,9,141,Fantastic movie with brilliant performances from the entire cast.,positive
943,273,449,Zachary Levi delivered a career-best performance. An absolute must-watch!,positive
944,307,128,Decent movie but not the best I have seen this year. Average overall.,neutral
945,77,108,Watched it twice already and loved it both times. Pure gold!,positive
946,49,400,Decent effort from the team but falls short of high expectations.,neutral
947,71,104,The plot made absolutely no sense. Very confusing and excessively boring.,negative
948,62,223,Average entertainer. Will appeal to fans of Ranveer Singh mostly.,neutral
949,51,337,Some good moments scattered throughout but overall just mediocre.,neutral
950,459,371,One of the worst movies I have watched this entire year. Skip it.,negative
951,254,91,Great entertainment with a strong emotional core. Highly loved it.,positive
952,318,24,Great entertainment with a strong emotional core. Highly loved it.,positive
953,333,143,Heart-touching story with incredible acting. A film for the ages.,positive
954,208,314,Brad Pitt was magnetic on screen. Could not take my eyes off the film.,positive
955,500,379,This movie completely blew my mind. Joe Russo is a true genius.,positive
956,99,496,Some good moments scattered throughout but overall just mediocre.,neutral
957,500,177,Absolutely loved this movie! Aamir Khan was outstanding in every scene.,positive
958,259,404,Absolutely loved this movie! Tom Holland was outstanding in every scene.,positive
959,162,361,One of the worst movies I have watched this entire year. Skip it.,negative
960,26,45,Mahesh Babu delivered a career-best performance. An absolute must-watch!,positive
961,273,197,Aamir Khan was good but the screenplay really needed more work overall.,neutral
962,106,195,Ranbir Kapoor delivered a career-best performance. An absolute must-watch!,positive
963,65,278,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
964,330,52,Mani Ratnam tried something different but it did not fully work out.,neutral
965,227,264,Heart-touching story with incredible acting. A film for the ages.,positive
966,45,395,The first half was engaging but the second half lost momentum.,neutral
967,169,101,This is what cinema is all about. Suriya at his absolute best.,positive
968,425,375,Not worth watching at all. Save your time and skip this completely.,negative
969,74,466,Watched it twice already and loved it both times. Pure gold!,positive
970,372,326,A cinematic experience like no other. J.J. Abrams outdid himself completely.,positive
971,111,151,The plot made absolutely no sense. Very confusing and excessively boring.,negative
972,150,183,Ranveer Singh was magnetic on screen. Could not take my eyes off the film.,positive
973,137,186,Kabir Khan tried something different but it did not fully work out.,neutral
974,84,179,Zoya Akhtar tried something different but it did not fully work out.,neutral
975,463,473,Heart-touching story with incredible acting. A film for the ages.,positive
976,156,293,The story was gripping from start to finish. Loved every single minute.,positive
977,17,368,Heart-touching story with incredible acting. A film for the ages.,positive
978,180,161,One of the best films I have seen in years. Highly recommended to everyone!,positive
979,304,472,Joaquin Phoenix was magnetic on screen. Could not take my eyes off the film.,positive
980,43,373,Average entertainer. Will appeal to fans of Chris Evans mostly.,neutral
981,122,468,Great entertainment with a strong emotional core. Highly loved it.,positive
982,293,393,Watched it twice already and loved it both times. Pure gold!,positive
983,335,291,The story was gripping from start to finish. Loved every single minute.,positive
984,85,305,Absolutely loved this movie! Chris Evans was outstanding in every scene.,positive
985,428,473,The story was gripping from start to finish. Loved every single minute.,positive
986,161,117,Vikram was good but the screenplay really needed more work overall.,neutral
987,205,361,Brilliant direction by Taika Waititi. A true masterpiece of cinema.,positive
988,364,16,Vijay delivered a career-best performance. An absolute must-watch!,positive
989,86,80,One of the most enjoyable films of the year. Simply superb work!,positive
990,477,15,Average entertainer. Will appeal to fans of Kamal Haasan mostly.,neutral
991,49,167,Some brilliant scenes but overall just average cinema fare.,neutral
992,113,127,A cinematic experience like no other. Atlee outdid himself completely.,positive
993,308,104,Heart-touching story with incredible acting. A film for the ages.,positive
994,461,162,A cinematic experience like no other. Rajkumar Hirani outdid himself completely.,positive
995,436,301,A cinematic experience like no other. Denis Villeneuve outdid himself completely.,positive
996,448,169,Great entertainment with a strong emotional core. Highly loved it.,positive
997,406,390,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
998,262,38,A forgettable film that adds nothing new or interesting to the genre.,negative
999,84,266,Watched it twice already and loved it both times. Pure gold!,positive
1000,459,9,Great entertainment with a strong emotional core. Highly loved it.,positive
1001,207,332,Not bad but not great either. Just a regular commercial movie.,neutral
1002,164,424,Robert Downey Jr delivered a career-best performance. An absolute must-watch!,positive
1003,485,226,Heart-touching story with incredible acting. A film for the ages.,positive
1004,443,12,Watchable once but nothing particularly extraordinary about it.,neutral
1005,492,499,One of the best films I have seen in years. Highly recommended to everyone!,positive
1006,496,63,Watched it twice already and loved it both times. Pure gold!,positive
1007,195,359,Absolutely loved this movie! Chadwick Boseman was outstanding in every scene.,positive
1008,200,358,Not bad but had some noticeable pacing issues in the second half.,neutral
1009,291,457,Fantastic movie with brilliant performances from the entire cast.,positive
1010,289,416,Not bad but had some noticeable pacing issues in the second half.,neutral
1011,257,31,Not bad but not great either. Just a regular commercial movie.,neutral
1012,446,477,Fantastic movie with brilliant performances from the entire cast.,positive
1013,203,393,Heart-touching story with incredible acting. A film for the ages.,positive
1014,300,9,Absolutely loved this movie! Allu Arjun was outstanding in every scene.,positive
1015,129,476,One of the most enjoyable films of the year. Simply superb work!,positive
1016,472,58,Kamal Haasan delivered a career-best performance. An absolute must-watch!,positive
1017,22,395,Anthony Russo completely lost the plot here. A massive disappointment.,negative
1018,50,184,Heart-touching story with incredible acting. A film for the ages.,positive
1019,460,453,Mixed feelings about this one. Has its moments but falls short.,neutral
1020,286,292,A cinematic experience like no other. Ridley Scott outdid himself completely.,positive
