movie_id,title,industry,language,genres,main_actor,director,release_year,rating_avg,popularity_score,description,poster_url
141,Leo Unleashed ,South Indian,Tamil,Comedy|Action,Jr NTR,Murugadoss,2021,4.0,68,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_141.jpg
142,Bahubali Storm ,South Indian,Tamil,Horror|Crime,Mahesh Babu,Lokesh Kanagaraj,2001,4.3,95,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_142.jpg
143,Vettai 3 ,South Indian,Tamil,Crime|Drama,Mahesh Babu,Sukumar,2023,4.2,100,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_143.jpg
144,Vikram Reborn ,South Indian,Tamil,Fantasy|Adventure,Ram Charan,Sukumar,2016,3.9,63,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_144.jpg
145,Bheemla Storm ,South Indian,Telugu,Drama|Romance,Mahesh Babu,Sukumar,2003,3.8,72,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_145.jpg
146,Allu Force ,South Indian,Tamil,Horror|Thriller,Suriya,Vamshi Paidipally,2017,3.2,53,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_146.jpg
147,Duvvada Legacy ,South Indian,Tamil,Drama|Crime,Mahesh Babu,Mani Ratnam,2003,3.7,56,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_147.jpg
148,Kaithi Returns ,South Indian,Telugu,Horror|Thriller,Jr NTR,Vamshi Paidipally,2020,3.8,72,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_148.jpg
149,Bheemla 2 ,South Indian,Tamil,Horror|Crime,Dhanush,Shankar,2019,4.1,73,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_149.jpg
150,Sarpatta Legacy ,South Indian,Tamil,Fantasy|Drama,Suriya,Lokesh Kanagaraj,2022,4.1,71,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_150.jpg
151,Bajrangi Rising,Bollywood,Hindi,Horror|Crime,Salman Khan,Imtiaz Ali,2013,3.3,54,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_151.jpg
152,Dabangg Storm,Bollywood,Hindi,Romance|Drama,Ranbir Kapoor,Zoya Akhtar,2002,4.1,70,A heartwarming love story that transcends time and distance.,https://movieposters.example.com/poster_152.jpg
153,Dabangg 3,Bollywood,Hindi,Action|Adventure,Salman Khan,Imtiaz Ali,2004,3.9,68,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_153.jpg
154,Dabangg 2,Bollywood,Hindi,Crime|Action,Akshay Kumar,Imtiaz Ali,2021,4.0,79,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_154.jpg
155,Animal Legacy,Bollywood,Hindi,Sci-Fi|Thriller,Aamir Khan,Imtiaz Ali,2003,3.7,66,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_155.jpg
156,Brahmastra 3,Bollywood,Hindi,Horror|Thriller,Hrithik Roshan,Sanjay Leela Bhansali,2011,3.7,53,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_156.jpg
157,Animal Returns,Bollywood,Hindi,Fantasy|Adventure,Akshay Kumar,Karan Johar,2019,4.2,71,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_157.jpg
158,Kick Reborn,Bollywood,Hindi,Action|Thriller,Aamir Khan,Imtiaz Ali,2011,4.2,80,An explosive action saga where the hero battles impossible odds to save the world.,https://movieposters.example.com/poster_158.jpg
159,Dabangg Rising,Bollywood,Hindi,Action|Drama,Salman Khan,Rohit Shetty,2023,4.1,81,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_159.jpg
160,Brahmastra Legacy,Bollywood,Hindi,Horror|Thriller,Akshay Kumar,Kabir Khan,2014,3.6,62,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_160.jpg
161,Kick Unleashed,Bollywood,Hindi,Comedy|Drama,Ranveer Singh,Sanjay Leela Bhansali,2001,3.7,58,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_161.jpg
162,Rockstar Rising,Bollywood,Hindi,Crime|Thriller,Salman Khan,Rajkumar Hirani,2014,4.0,54,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_162.jpg
163,Yeh Jawaani Reborn,Bollywood,Hindi,Romance|Comedy,Akshay Kumar,Rajkumar Hirani,2006,2.6,38,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_163.jpg
164,Don Returns,Bollywood,Hindi,Fantasy|Adventure,Aamir Khan,Zoya Akhtar,2016,4.3,77,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_164.jpg
165,Tiger Legacy,Bollywood,Hindi,Fantasy|Adventure,Shah Rukh Khan,Karan Johar,2006,4.4,82,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_165.jpg
166,Raees Rising,Bollywood,Hindi,Action|Crime,Aamir Khan,Imtiaz Ali,2003,3.2,56,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_166.jpg
167,Sanju 2,Bollywood,Hindi,Sci-Fi|Adventure,Ranbir Kapoor,Rohit Shetty,2012,3.3,58,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_167.jpg
168,Kick Returns,Bollywood,Hindi,Drama|Romance,Shah Rukh Khan,Kabir Khan,2000,4.4,88,"Real emotions, real struggles — a story that will stay with you forever.",https://movieposters.example.com/poster_168.jpg
169,Zero War,Bollywood,Hindi,Romance|Comedy,Akshay Kumar,Kabir Khan,2009,3.0,42,A heartwarming love story that transcends time and distance.,https://movieposters.example.com/poster_169.jpg
170,Tiger Reborn,Bollywood,Hindi,Horror|Thriller,Ranbir Kapoor,Zoya Akhtar,2022,3.6,64,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_170.jpg
171,Zero 3,Bollywood,Hindi,Crime|Action,Hrithik Roshan,Kabir Khan,2018,3.1,42,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_171.jpg
172,Animal Force,Bollywood,Hindi,Horror|Thriller,Aamir Khan,Imtiaz Ali,2007,3.5,61,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_172.jpg
173,Raees 2,Bollywood,Hindi,Comedy|Drama,Hrithik Roshan,Imtiaz Ali,2011,3.3,48,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_173.jpg
174,Tiger 3,Bollywood,Hindi,Comedy|Action,Aamir Khan,Farhan Akhtar,2005,2.3,30,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_174.jpg
175,Raees Unleashed,Bollywood,Hindi,Drama|Thriller,Varun Dhawan,Zoya Akhtar,2024,3.1,44,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_175.jpg
176,Brahmastra Returns,Bollywood,Hindi,Romance|Comedy,Ranveer Singh,Rohit Shetty,2014,4.1,62,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_176.jpg
177,Kick Legacy,Bollywood,Hindi,Romance|Comedy,Aamir Khan,Karan Johar,2011,3.9,72,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_177.jpg
178,Rockstar Unleashed,Bollywood,Hindi,Fantasy|Adventure,Shah Rukh Khan,Karan Johar,2011,3.6,70,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_178.jpg
179,Sanju Legacy,Bollywood,Hindi,Action|Crime,Akshay Kumar,Zoya Akhtar,2018,3.4,56,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_179.jpg
180,Yeh Jawaani Force,Bollywood,Hindi,Comedy|Drama,Ranveer Singh,Zoya Akhtar,2016,3.4,62,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_180.jpg
181,Yeh Jawaani Rising,Bollywood,Hindi,Comedy|Drama,Ranveer Singh,Sanjay Leela Bhansali,2016,4.2,66,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_181.jpg
182,Dhoom War,Bollywood,Hindi,Horror|Drama,Varun Dhawan,Rohit Shetty,2011,3.6,55,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_182.jpg
183,Don 2,Bollywood,Hindi,Horror|Thriller,Ranveer Singh,Karan Johar,2020,3.7,69,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_183.jpg
184,Dilwale Reborn,Bollywood,Hindi,Comedy|Romance,Akshay Kumar,Rajkumar Hirani,2008,3.6,61,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_184.jpg
185,Tiger Returns,Bollywood,Hindi,Crime|Drama,Ranveer Singh,Rajkumar Hirani,2020,3.3,58,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_185.jpg
186,Tiger Storm,Bollywood,Hindi,Horror|Thriller,Aamir Khan,Kabir Khan,2020,3.7,57,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_186.jpg
187,Sanju War,Bollywood,Hindi,Horror|Drama,Akshay Kumar,Imtiaz Ali,2000,4.6,83,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_187.jpg
188,Kick Storm,Bollywood,Hindi,Sci-Fi|Thriller,Ranveer Singh,Zoya Akhtar,2006,4.4,95,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_188.jpg
189,Bajrangi 3,Bollywood,Hindi,Action|Adventure,Aamir Khan,Sanjay Leela Bhansali,2016,4.0,72,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_189.jpg
190,Yeh Jawaani Legacy,Bollywood,Hindi,Comedy|Action,Akshay Kumar,Rohit Shetty,2005,4.4,96,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_190.jpg
191,Dhoom Returns,Bollywood,Hindi,Horror|Crime,Varun Dhawan,Karan Johar,2013,2.9,41,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_191.jpg
192,Bajrangi Force,Bollywood,Hindi,Drama|Romance,Varun Dhawan,Rajkumar Hirani,2024,2.2,18,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_192.jpg
193,Sultan Rising,Bollywood,Hindi,Horror|Crime,Aamir Khan,Zoya Akhtar,2006,3.1,43,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_193.jpg
194,Sanju Returns,Bollywood,Hindi,Crime|Action,Varun Dhawan,Rajkumar Hirani,2024,4.3,63,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_194.jpg
195,Animal 3,Bollywood,Hindi,Comedy|Romance,Ranbir Kapoor,Farhan Akhtar,2019,3.8,74,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_195.jpg
196,Raees Force,Bollywood,Hindi,Romance|Comedy,Ranveer Singh,Sanjay Leela Bhansali,2022,3.1,40,A heartwarming love story that transcends time and distance.,https://movieposters.example.com/poster_196.jpg
197,Tiger Unleashed,Bollywood,Hindi,Comedy|Romance,Aamir Khan,Zoya Akhtar,2016,3.3,33,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_197.jpg
198,Bajrangi War,Bollywood,Hindi,Crime|Drama,Varun Dhawan,Imtiaz Ali,2000,4.0,78,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_198.jpg
199,Rockstar 2,Bollywood,Hindi,Horror|Thriller,Hrithik Roshan,Kabir Khan,2002,3.0,26,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_199.jpg
200,Sultan Force,Bollywood,Hindi,Comedy|Drama,Salman Khan,Imtiaz Ali,2004,4.2,66,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_200.jpg
201,Yeh Jawaani Storm,Bollywood,Hindi,Action|Drama,Ranbir Kapoor,Zoya Akhtar,2014,2.5,28,An explosive action saga where the hero battles impossible odds to save the world.,https://movieposters.example.com/poster_201.jpg
202,Tiger Rising,Bollywood,Hindi,Crime|Drama,Hrithik Roshan,Rohit Shetty,2017,3.5,57,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_202.jpg
203,Rockstar Storm,Bollywood,Hindi,Sci-Fi|Fantasy,Aamir Khan,Sanjay Leela Bhansali,2001,3.4,48,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_203.jpg
204,Kick Force,Bollywood,Hindi,Action|Thriller,Salman Khan,Sanjay Leela Bhansali,2015,3.2,49,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_204.jpg
205,Tiger War,Bollywood,Hindi,Horror|Thriller,Aamir Khan,Kabir Khan,2000,3.7,59,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_205.jpg
206,Zero Unleashed,Bollywood,Hindi,Horror|Thriller,Ranbir Kapoor,Sanjay Leela Bhansali,2016,3.5,69,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_206.jpg
207,Sultan 3,Bollywood,Hindi,Crime|Thriller,Akshay Kumar,Zoya Akhtar,2001,3.1,29,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_207.jpg
208,Don Rising,Bollywood,Hindi,Sci-Fi|Action,Ranveer Singh,Sanjay Leela Bhansali,2011,3.4,62,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_208.jpg
209,Dabangg Force,Bollywood,Hindi,Horror|Crime,Ranbir Kapoor,Karan Johar,2011,4.4,84,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_209.jpg
210,Don 3,Bollywood,Hindi,Romance|Action,Varun Dhawan,Rohit Shetty,2004,4.2,78,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_210.jpg
211,Rockstar Force,Bollywood,Hindi,Sci-Fi|Action,Aamir Khan,Farhan Akhtar,2001,5.0,94,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_211.jpg
212,Dilwale Storm,Bollywood,Hindi,Action|Thriller,Akshay Kumar,Zoya Akhtar,2008,3.7,52,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_212.jpg
213,Animal Unleashed,Bollywood,Hindi,Romance|Comedy,Shah Rukh Khan,Imtiaz Ali,2008,4.7,82,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_213.jpg
214,Yeh Jawaani 2,Bollywood,Hindi,Comedy|Romance,Varun Dhawan,Kabir Khan,2010,3.2,39,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_214.jpg
215,Kick Rising,Bollywood,Hindi,Crime|Drama,Ranveer Singh,Rajkumar Hirani,2002,3.6,76,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_215.jpg
216,Sultan Storm,Bollywood,Hindi,Romance|Comedy,Aamir Khan,Imtiaz Ali,2003,2.2,35,A passionate romance that tests the limits of sacrifice and devotion.,https://movieposters.example.com/poster_216.jpg
217,Sanju 3,Bollywood,Hindi,Crime|Drama,Aamir Khan,Zoya Akhtar,2019,3.6,52,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_217.jpg
218,Zero Rising,Bollywood,Hindi,Horror|Crime,Ranveer Singh,Zoya Akhtar,2001,4.3,84,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_218.jpg
219,Dhoom Reborn,Bollywood,Hindi,Crime|Thriller,Shah Rukh Khan,Sanjay Leela Bhansali,2021,4.4,100,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_219.jpg
220,Yeh Jawaani 3,Bollywood,Hindi,Drama|Romance,Shah Rukh Khan,Rohit Shetty,2019,3.0,40,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_220.jpg
221,Dabangg Returns,Bollywood,Hindi,Crime|Action,Hrithik Roshan,Imtiaz Ali,2011,3.7,63,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_221.jpg
222,Rockstar Legacy,Bollywood,Hindi,Drama|Romance,Varun Dhawan,Imtiaz Ali,2011,2.3,19,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_222.jpg
223,Animal Rising,Bollywood,Hindi,Fantasy|Adventure,Ranveer Singh,Kabir Khan,2010,3.0,33,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_223.jpg
224,Dilwale Returns,Bollywood,Hindi,Crime|Action,Ranbir Kapoor,Zoya Akhtar,2016,3.4,63,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_224.jpg
225,Bajrangi 2,Bollywood,Hindi,Fantasy|Drama,Aamir Khan,Zoya Akhtar,2006,2.9,47,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_225.jpg
226,Dilwale Rising,Bollywood,Hindi,Drama|Romance,Salman Khan,Rohit Shetty,2002,4.1,67,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_226.jpg
227,Raees Storm,Bollywood,Hindi,Horror|Crime,Salman Khan,Imtiaz Ali,2021,3.5,51,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_227.jpg
228,Don Legacy,Bollywood,Hindi,Comedy|Romance,Aamir Khan,Rohit Shetty,2022,3.0,47,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_228.jpg
229,Zero Legacy,Bollywood,Hindi,Sci-Fi|Fantasy,Salman Khan,Farhan Akhtar,2004,3.5,67,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_229.jpg
230,Dhoom 2,Bollywood,Hindi,Comedy|Action,Ranveer Singh,Zoya Akhtar,2017,2.9,47,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_230.jpg
231,Sanju Reborn,Bollywood,Hindi,Drama|Thriller,Aamir Khan,Kabir Khan,2022,4.6,92,"Real emotions, real struggles — a story that will stay with you forever.",https://movieposters.example.com/poster_231.jpg
232,Bajrangi Reborn,Bollywood,Hindi,Romance|Comedy,Salman Khan,Rohit Shetty,2010,3.5,56,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_232.jpg
233,Animal 2,Bollywood,Hindi,Comedy|Romance,Ranbir Kapoor,Rohit Shetty,2024,3.4,54,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_233.jpg
234,Dilwale 2,Bollywood,Hindi,Comedy|Drama,Salman Khan,Rohit Shetty,2009,4.4,80,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_234.jpg
235,Brahmastra 2,Bollywood,Hindi,Fantasy|Adventure,Ranveer Singh,Rajkumar Hirani,2002,3.0,47,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_235.jpg
236,Raees 3,Bollywood,Hindi,Romance|Action,Ranbir Kapoor,Rajkumar Hirani,2019,2.7,52,A passionate romance that tests the limits of sacrifice and devotion.,https://movieposters.example.com/poster_236.jpg
237,Sanju Unleashed,Bollywood,Hindi,Horror|Crime,Ranbir Kapoor,Rohit Shetty,2021,3.1,29,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_237.jpg
238,Dhoom Rising,Bollywood,Hindi,Fantasy|Drama,Salman Khan,Karan Johar,2020,4.7,98,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_238.jpg
239,Brahmastra Rising,Bollywood,Hindi,Fantasy|Drama,Shah Rukh Khan,Zoya Akhtar,2020,4.3,81,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_239.jpg
240,Sultan Reborn,Bollywood,Hindi,Drama|Romance,Hrithik Roshan,Kabir Khan,2009,5.0,100,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_240.jpg
241,Sanju Rising,Bollywood,Hindi,Drama|Crime,Ranbir Kapoor,Zoya Akhtar,2013,3.1,54,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_241.jpg
242,Sultan 2,Bollywood,Hindi,Horror|Crime,Ranbir Kapoor,Imtiaz Ali,2022,2.7,28,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_242.jpg
243,Rockstar 3,Bollywood,Hindi,Romance|Comedy,Ranbir Kapoor,Imtiaz Ali,2016,2.7,43,A heartwarming love story that transcends time and distance.,https://movieposters.example.com/poster_243.jpg
244,Don War,Bollywood,Hindi,Sci-Fi|Thriller,Salman Khan,Rajkumar Hirani,2014,3.2,57,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_244.jpg
245,Sultan Legacy,Bollywood,Hindi,Crime|Drama,Aamir Khan,Kabir Khan,2019,4.7,87,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_245.jpg
246,Raees War,Bollywood,Hindi,Comedy|Romance,Ranveer Singh,Farhan Akhtar,2024,3.9,56,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_246.jpg
247,Zero Returns,Bollywood,Hindi,Action|Drama,Varun Dhawan,Rajkumar Hirani,2015,3.3,58,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_247.jpg
248,Dabangg Legacy,Bollywood,Hindi,Horror|Thriller,Hrithik Roshan,Farhan Akhtar,2018,4.5,84,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_248.jpg
249,Dilwale War,Bollywood,Hindi,Action|Drama,Varun Dhawan,Zoya Akhtar,2009,2.9,38,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_249.jpg
250,Dilwale Legacy,Bollywood,Hindi,Crime|Thriller,Aamir Khan,Imtiaz Ali,2024,2.6,41,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_250.jpg
251,Top Gun Returns,Hollywood,English,Fantasy|Drama,Keanu Reeves,Ridley Scott,2006,4.6,73,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_251.jpg
252,Gladiator Force,Hollywood,English,Sci-Fi|Thriller,Chris Evans,Steven Spielberg,2019,3.2,41,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_252.jpg
253,Prometheus Force,Hollywood,English,Crime|Thriller,Robert Downey Jr,Christopher Nolan,2003,3.4,58,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_253.jpg
254,Tenet Unleashed,Hollywood,English,Comedy|Romance,Tom Cruise,James Cameron,2000,3.2,56,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_254.jpg
255,Gladiator Rising,Hollywood,English,Fantasy|Action,Keanu Reeves,Ridley Scott,2024,3.3,57,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_255.jpg
256,Inception 2,Hollywood,English,Action|Thriller,Tom Cruise,Ridley Scott,2017,3.9,71,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_256.jpg
257,Tenet War,Hollywood,English,Comedy|Action,Leonardo DiCaprio,Denis Villeneuve,2015,3.4,63,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_257.jpg
258,Django Unleashed,Hollywood,English,Romance|Comedy,Leonardo DiCaprio,David Fincher,2018,3.7,57,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_258.jpg
259,The Revenant Storm,Hollywood,English,Drama|Crime,Keanu Reeves,James Cameron,2016,3.5,66,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_259.jpg
260,Blade Runner 2,Hollywood,English,Drama|Thriller,Brad Pitt,James Cameron,2023,3.8,58,"Real emotions, real struggles — a story that will stay with you forever.",https://movieposters.example.com/poster_260.jpg
261,Wolf Force,Hollywood,English,Sci-Fi|Thriller,Leonardo DiCaprio,Martin Scorsese,2009,3.1,37,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_261.jpg
262,Alien Legacy,Hollywood,English,Crime|Action,Matt Damon,Martin Scorsese,2002,3.3,45,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_262.jpg
263,Wolf 3,Hollywood,English,Sci-Fi|Action,Chris Evans,J.J. Abrams,2010,2.8,53,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_263.jpg
264,Wolf Unleashed,Hollywood,English,Fantasy|Action,Robert Downey Jr,J.J. Abrams,2024,3.0,40,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_264.jpg
265,Inception Returns,Hollywood,English,Sci-Fi|Action,Dwayne Johnson,Martin Scorsese,2022,3.4,61,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_265.jpg
266,Tenet Rising,Hollywood,English,Crime|Action,Keanu Reeves,David Fincher,2005,3.3,68,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_266.jpg
267,Tenet 3,Hollywood,English,Sci-Fi|Thriller,Tom Cruise,David Fincher,2011,3.4,65,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_267.jpg
268,Top Gun War,Hollywood,English,Horror|Drama,Chris Evans,J.J. Abrams,2023,3.5,55,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_268.jpg
269,Once Upon Returns,Hollywood,English,Romance|Action,Robert Downey Jr,Ridley Scott,2021,3.3,54,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_269.jpg
270,Interstellar 2,Hollywood,English,Sci-Fi|Thriller,Tom Cruise,Steven Spielberg,2001,4.2,85,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_270.jpg
271,Interstellar War,Hollywood,English,Sci-Fi|Fantasy,Keanu Reeves,Steven Spielberg,2021,3.6,72,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_271.jpg
272,Django Storm,Hollywood,English,Crime|Thriller,Leonardo DiCaprio,J.J. Abrams,2004,4.5,77,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_272.jpg
273,Top Gun Legacy,Hollywood,English,Action|Crime,Keanu Reeves,David Fincher,2023,1.9,12,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_273.jpg
274,Django Returns,Hollywood,English,Crime|Thriller,Robert Downey Jr,Steven Spielberg,2001,4.1,80,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_274.jpg
275,Django Reborn,Hollywood,English,Action|Adventure,Leonardo DiCaprio,Steven Spielberg,2015,3.8,74,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_275.jpg
276,Wolf Legacy,Hollywood,English,Crime|Thriller,Chris Evans,Denis Villeneuve,2011,3.8,68,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_276.jpg
277,Martian 2,Hollywood,English,Horror|Thriller,Tom Cruise,James Cameron,2020,4.5,88,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_277.jpg
